RUN	viade_es5b.PruebaCrearCuenta	pruebacrearcuenta	1587658606652	Test1-50Usuarios	3.3.1
REQUEST	11		PruebaCrearCuenta_14	1587658629404	1587658629407	OK	 
REQUEST	19		PruebaCrearCuenta_0	1587658629148	1587658629408	OK	 
REQUEST	12		PruebaCrearCuenta_9	1587658629390	1587658629436	OK	 
REQUEST	12		PruebaCrearCuenta_10	1587658629436	1587658629439	OK	 
REQUEST	12		PruebaCrearCuenta_11	1587658629439	1587658629443	OK	 
REQUEST	19		PruebaCrearCuenta_1	1587658629408	1587658630065	OK	 
REQUEST	19		PruebaCrearCuenta_2	1587658630066	1587658630081	OK	 
REQUEST	19		PruebaCrearCuenta_3	1587658630081	1587658630084	OK	 
REQUEST	19		PruebaCrearCuenta_4	1587658630084	1587658630112	OK	 
REQUEST	10		PruebaCrearCuenta_19	1587658630089	1587658630112	OK	 
USER	PruebaCrearCuenta	10	END	1587658618139	1587658630113
REQUEST	13		PruebaCrearCuenta_9	1587658630110	1587658630117	OK	 
REQUEST	13		PruebaCrearCuenta_10	1587658630117	1587658630120	OK	 
REQUEST	13		PruebaCrearCuenta_11	1587658630120	1587658630127	OK	 
USER	PruebaCrearCuenta	20	START	1587658630149	1587658630149
REQUEST	20		PruebaCrearCuenta_0	1587658630150	1587658630155	OK	 
REQUEST	19		PruebaCrearCuenta_5	1587658630112	1587658630159	OK	 
REQUEST	11		PruebaCrearCuenta_15	1587658630401	1587658630542	OK	 
REQUEST	12		PruebaCrearCuenta_12	1587658630434	1587658630555	OK	 
REQUEST	12		PruebaCrearCuenta_12 Redirect 1	1587658630556	1587658630576	OK	 
REQUEST	12		PruebaCrearCuenta_13	1587658630577	1587658630589	OK	 
REQUEST	11		PruebaCrearCuenta_15 Redirect 1	1587658630543	1587658630589	OK	 
REQUEST	12		PruebaCrearCuenta_14	1587658630590	1587658630595	OK	 
REQUEST	11		PruebaCrearCuenta_15 Redirect 2	1587658630590	1587658630664	OK	 
REQUEST	11		PruebaCrearCuenta_15 Redirect 3	1587658630664	1587658630708	OK	 
REQUEST	11		PruebaCrearCuenta_16	1587658630709	1587658630711	OK	 
REQUEST	11		PruebaCrearCuenta_17	1587658630711	1587658630715	OK	 
REQUEST	11		PruebaCrearCuenta_18	1587658630715	1587658630742	OK	 
REQUEST	20		PruebaCrearCuenta_1	1587658630155	1587658630884	OK	 
REQUEST	20		PruebaCrearCuenta_2	1587658630884	1587658630896	OK	 
REQUEST	20		PruebaCrearCuenta_3	1587658630897	1587658630902	OK	 
REQUEST	20		PruebaCrearCuenta_4	1587658630902	1587658630928	OK	 
REQUEST	20		PruebaCrearCuenta_5	1587658630928	1587658630932	OK	 
REQUEST	14		PruebaCrearCuenta_9	1587658631023	1587658631028	OK	 
REQUEST	14		PruebaCrearCuenta_10	1587658631029	1587658631033	OK	 
REQUEST	14		PruebaCrearCuenta_11	1587658631034	1587658631038	OK	 
REQUEST	16		PruebaCrearCuenta_6	1587658631059	1587658631063	OK	 
REQUEST	16		PruebaCrearCuenta_7	1587658631063	1587658631126	OK	 
REQUEST	13		PruebaCrearCuenta_12	1587658631134	1587658631141	OK	 
REQUEST	16		PruebaCrearCuenta_7 Redirect 1	1587658631127	1587658631176	OK	 
REQUEST	13		PruebaCrearCuenta_12 Redirect 1	1587658631141	1587658631176	OK	 
REQUEST	16		PruebaCrearCuenta_8	1587658631176	1587658631180	OK	 
REQUEST	13		PruebaCrearCuenta_13	1587658631176	1587658631184	OK	 
REQUEST	13		PruebaCrearCuenta_14	1587658631184	1587658631187	OK	 
REQUEST	12		PruebaCrearCuenta_15	1587658631602	1587658631714	OK	 
REQUEST	12		PruebaCrearCuenta_15 Redirect 1	1587658631715	1587658631731	OK	 
REQUEST	11		PruebaCrearCuenta_19	1587658631742	1587658631745	OK	 
USER	PruebaCrearCuenta	11	END	1587658620137	1587658631746
REQUEST	12		PruebaCrearCuenta_15 Redirect 2	1587658631733	1587658631800	OK	 
REQUEST	12		PruebaCrearCuenta_15 Redirect 3	1587658631801	1587658631845	OK	 
REQUEST	12		PruebaCrearCuenta_16	1587658631846	1587658631848	OK	 
REQUEST	12		PruebaCrearCuenta_17	1587658631849	1587658631851	OK	 
REQUEST	12		PruebaCrearCuenta_18	1587658631852	1587658631878	OK	 
REQUEST	17		PruebaCrearCuenta_6	1587658632022	1587658632026	OK	 
REQUEST	14		PruebaCrearCuenta_12	1587658632047	1587658632054	OK	 
REQUEST	14		PruebaCrearCuenta_12 Redirect 1	1587658632055	1587658632073	OK	 
REQUEST	14		PruebaCrearCuenta_13	1587658632074	1587658632086	OK	 
REQUEST	17		PruebaCrearCuenta_7	1587658632027	1587658632088	OK	 
REQUEST	14		PruebaCrearCuenta_14	1587658632086	1587658632089	OK	 
REQUEST	17		PruebaCrearCuenta_7 Redirect 1	1587658632088	1587658632135	OK	 
REQUEST	17		PruebaCrearCuenta_8	1587658632135	1587658632138	OK	 
USER	PruebaCrearCuenta	21	START	1587658632152	1587658632152
REQUEST	21		PruebaCrearCuenta_0	1587658632152	1587658632157	OK	 
REQUEST	13		PruebaCrearCuenta_15	1587658632178	1587658632316	OK	 
REQUEST	13		PruebaCrearCuenta_15 Redirect 1	1587658632316	1587658632339	OK	 
REQUEST	15		PruebaCrearCuenta_9	1587658632407	1587658632411	OK	 
REQUEST	15		PruebaCrearCuenta_10	1587658632412	1587658632415	OK	 
REQUEST	13		PruebaCrearCuenta_15 Redirect 2	1587658632340	1587658632415	OK	 
REQUEST	15		PruebaCrearCuenta_11	1587658632415	1587658632420	OK	 
REQUEST	13		PruebaCrearCuenta_15 Redirect 3	1587658632416	1587658632460	OK	 
REQUEST	13		PruebaCrearCuenta_16	1587658632460	1587658632463	OK	 
REQUEST	13		PruebaCrearCuenta_17	1587658632463	1587658632467	OK	 
REQUEST	13		PruebaCrearCuenta_18	1587658632468	1587658632497	OK	 
REQUEST	21		PruebaCrearCuenta_1	1587658632158	1587658632870	OK	 
REQUEST	12		PruebaCrearCuenta_19	1587658632870	1587658632873	OK	 
USER	PruebaCrearCuenta	12	END	1587658621147	1587658632874
REQUEST	21		PruebaCrearCuenta_2	1587658632870	1587658632888	OK	 
REQUEST	21		PruebaCrearCuenta_3	1587658632888	1587658632891	OK	 
REQUEST	21		PruebaCrearCuenta_4	1587658632891	1587658632917	OK	 
REQUEST	21		PruebaCrearCuenta_5	1587658632918	1587658632922	OK	 
REQUEST	18		PruebaCrearCuenta_6	1587658633098	1587658633103	OK	 
USER	PruebaCrearCuenta	22	START	1587658633140	1587658633140
REQUEST	22		PruebaCrearCuenta_0	1587658633140	1587658633146	OK	 
REQUEST	14		PruebaCrearCuenta_15	1587658633088	1587658633221	OK	 
REQUEST	14		PruebaCrearCuenta_15 Redirect 1	1587658633222	1587658633253	OK	 
REQUEST	18		PruebaCrearCuenta_7	1587658633103	1587658633277	OK	 
REQUEST	14		PruebaCrearCuenta_15 Redirect 2	1587658633253	1587658633337	OK	 
REQUEST	18		PruebaCrearCuenta_7 Redirect 1	1587658633277	1587658633344	OK	 
REQUEST	18		PruebaCrearCuenta_8	1587658633345	1587658633348	OK	 
REQUEST	14		PruebaCrearCuenta_15 Redirect 3	1587658633337	1587658633381	OK	 
REQUEST	14		PruebaCrearCuenta_16	1587658633381	1587658633383	OK	 
REQUEST	14		PruebaCrearCuenta_17	1587658633383	1587658633386	OK	 
REQUEST	14		PruebaCrearCuenta_18	1587658633386	1587658633413	OK	 
REQUEST	15		PruebaCrearCuenta_12	1587658633421	1587658633430	OK	 
REQUEST	15		PruebaCrearCuenta_12 Redirect 1	1587658633431	1587658633449	OK	 
REQUEST	15		PruebaCrearCuenta_13	1587658633449	1587658633453	OK	 
REQUEST	15		PruebaCrearCuenta_14	1587658633454	1587658633457	OK	 
REQUEST	13		PruebaCrearCuenta_19	1587658633499	1587658633504	OK	 
USER	PruebaCrearCuenta	13	END	1587658622147	1587658633505
REQUEST	22		PruebaCrearCuenta_1	1587658633147	1587658633915	OK	 
REQUEST	22		PruebaCrearCuenta_2	1587658633916	1587658633928	OK	 
REQUEST	22		PruebaCrearCuenta_3	1587658633929	1587658633934	OK	 
REQUEST	22		PruebaCrearCuenta_4	1587658633935	1587658633965	OK	 
REQUEST	22		PruebaCrearCuenta_5	1587658633966	1587658634013	OK	 
USER	PruebaCrearCuenta	23	START	1587658634148	1587658634148
REQUEST	23		PruebaCrearCuenta_0	1587658634149	1587658634158	OK	 
REQUEST	19		PruebaCrearCuenta_6	1587658634170	1587658634186	OK	 
REQUEST	16		PruebaCrearCuenta_9	1587658634191	1587658634205	OK	 
REQUEST	16		PruebaCrearCuenta_10	1587658634205	1587658634214	OK	 
REQUEST	16		PruebaCrearCuenta_11	1587658634215	1587658634217	OK	 
REQUEST	19		PruebaCrearCuenta_7	1587658634187	1587658634251	OK	 
REQUEST	19		PruebaCrearCuenta_7 Redirect 1	1587658634251	1587658634307	OK	 
REQUEST	19		PruebaCrearCuenta_8	1587658634307	1587658634310	OK	 
REQUEST	14		PruebaCrearCuenta_19	1587658634409	1587658634411	OK	 
USER	PruebaCrearCuenta	14	END	1587658623147	1587658634412
REQUEST	15		PruebaCrearCuenta_15	1587658634451	1587658634597	OK	 
REQUEST	15		PruebaCrearCuenta_15 Redirect 1	1587658634598	1587658634620	OK	 
REQUEST	15		PruebaCrearCuenta_15 Redirect 2	1587658634620	1587658634702	OK	 
REQUEST	15		PruebaCrearCuenta_15 Redirect 3	1587658634703	1587658634746	OK	 
REQUEST	15		PruebaCrearCuenta_16	1587658634747	1587658634749	OK	 
REQUEST	15		PruebaCrearCuenta_17	1587658634749	1587658634751	OK	 
REQUEST	15		PruebaCrearCuenta_18	1587658634752	1587658634779	OK	 
REQUEST	23		PruebaCrearCuenta_1	1587658634158	1587658634896	OK	 
REQUEST	23		PruebaCrearCuenta_2	1587658634897	1587658634909	OK	 
REQUEST	23		PruebaCrearCuenta_3	1587658634909	1587658634912	OK	 
REQUEST	23		PruebaCrearCuenta_4	1587658634912	1587658634940	OK	 
REQUEST	20		PruebaCrearCuenta_6	1587658634949	1587658634955	OK	 
REQUEST	23		PruebaCrearCuenta_5	1587658634940	1587658634985	OK	 
REQUEST	20		PruebaCrearCuenta_7	1587658634956	1587658635018	OK	 
REQUEST	20		PruebaCrearCuenta_7 Redirect 1	1587658635018	1587658635056	OK	 
REQUEST	20		PruebaCrearCuenta_8	1587658635056	1587658635059	OK	 
REQUEST	17		PruebaCrearCuenta_9	1587658635143	1587658635147	OK	 
USER	PruebaCrearCuenta	24	START	1587658635147	1587658635147
REQUEST	17		PruebaCrearCuenta_10	1587658635148	1587658635151	OK	 
REQUEST	24		PruebaCrearCuenta_0	1587658635148	1587658635153	OK	 
REQUEST	17		PruebaCrearCuenta_11	1587658635152	1587658635155	OK	 
REQUEST	16		PruebaCrearCuenta_12	1587658635222	1587658635232	OK	 
REQUEST	16		PruebaCrearCuenta_12 Redirect 1	1587658635233	1587658635259	OK	 
REQUEST	16		PruebaCrearCuenta_13	1587658635260	1587658635266	OK	 
REQUEST	16		PruebaCrearCuenta_14	1587658635267	1587658635272	OK	 
REQUEST	15		PruebaCrearCuenta_19	1587658635783	1587658635785	OK	 
USER	PruebaCrearCuenta	15	END	1587658624142	1587658635786
REQUEST	24		PruebaCrearCuenta_1	1587658635153	1587658635834	OK	 
REQUEST	24		PruebaCrearCuenta_2	1587658635835	1587658635847	OK	 
REQUEST	24		PruebaCrearCuenta_3	1587658635847	1587658635850	OK	 
REQUEST	24		PruebaCrearCuenta_4	1587658635850	1587658635876	OK	 
REQUEST	24		PruebaCrearCuenta_5	1587658635877	1587658635921	OK	 
USER	PruebaCrearCuenta	25	START	1587658636149	1587658636149
REQUEST	25		PruebaCrearCuenta_0	1587658636149	1587658636154	OK	 
REQUEST	17		PruebaCrearCuenta_12	1587658636149	1587658636159	OK	 
REQUEST	17		PruebaCrearCuenta_12 Redirect 1	1587658636159	1587658636182	OK	 
REQUEST	17		PruebaCrearCuenta_13	1587658636182	1587658636188	OK	 
REQUEST	17		PruebaCrearCuenta_14	1587658636188	1587658636191	OK	 
REQUEST	18		PruebaCrearCuenta_9	1587658636347	1587658636359	OK	 
REQUEST	18		PruebaCrearCuenta_10	1587658636360	1587658636377	OK	 
REQUEST	18		PruebaCrearCuenta_11	1587658636378	1587658636381	OK	 
REQUEST	16		PruebaCrearCuenta_15	1587658636268	1587658636411	OK	 
REQUEST	16		PruebaCrearCuenta_15 Redirect 1	1587658636411	1587658636443	OK	 
REQUEST	16		PruebaCrearCuenta_15 Redirect 2	1587658636443	1587658636529	OK	 
REQUEST	16		PruebaCrearCuenta_15 Redirect 3	1587658636529	1587658636574	OK	 
REQUEST	16		PruebaCrearCuenta_16	1587658636574	1587658636576	OK	 
REQUEST	16		PruebaCrearCuenta_17	1587658636577	1587658636579	OK	 
REQUEST	16		PruebaCrearCuenta_18	1587658636580	1587658636611	OK	 
REQUEST	25		PruebaCrearCuenta_1	1587658636155	1587658636899	OK	 
REQUEST	25		PruebaCrearCuenta_2	1587658636900	1587658636912	OK	 
REQUEST	25		PruebaCrearCuenta_3	1587658636912	1587658636915	OK	 
REQUEST	25		PruebaCrearCuenta_4	1587658636915	1587658636942	OK	 
REQUEST	21		PruebaCrearCuenta_6	1587658636929	1587658636943	OK	 
REQUEST	25		PruebaCrearCuenta_5	1587658636942	1587658636987	OK	 
REQUEST	21		PruebaCrearCuenta_7	1587658636943	1587658637013	OK	 
REQUEST	21		PruebaCrearCuenta_7 Redirect 1	1587658637013	1587658637048	OK	 
REQUEST	21		PruebaCrearCuenta_8	1587658637048	1587658637051	OK	 
REQUEST	19		PruebaCrearCuenta_9	1587658637307	1587658637312	OK	 
REQUEST	19		PruebaCrearCuenta_10	1587658637312	1587658637315	OK	 
REQUEST	17		PruebaCrearCuenta_15	1587658637199	1587658637317	OK	 
REQUEST	19		PruebaCrearCuenta_11	1587658637316	1587658637319	OK	 
REQUEST	17		PruebaCrearCuenta_15 Redirect 1	1587658637317	1587658637335	OK	 
REQUEST	17		PruebaCrearCuenta_15 Redirect 2	1587658637335	1587658637395	OK	 
REQUEST	18		PruebaCrearCuenta_12	1587658637392	1587658637403	OK	 
REQUEST	18		PruebaCrearCuenta_12 Redirect 1	1587658637404	1587658637419	OK	 
REQUEST	18		PruebaCrearCuenta_13	1587658637419	1587658637424	OK	 
REQUEST	18		PruebaCrearCuenta_14	1587658637425	1587658637427	OK	 
REQUEST	17		PruebaCrearCuenta_15 Redirect 3	1587658637395	1587658637441	OK	 
REQUEST	17		PruebaCrearCuenta_16	1587658637441	1587658637448	OK	 
REQUEST	17		PruebaCrearCuenta_17	1587658637448	1587658637450	OK	 
REQUEST	17		PruebaCrearCuenta_18	1587658637451	1587658637477	OK	 
REQUEST	16		PruebaCrearCuenta_19	1587658637612	1587658637614	OK	 
USER	PruebaCrearCuenta	16	END	1587658626140	1587658637615
REQUEST	22		PruebaCrearCuenta_6	1587658638029	1587658638033	OK	 
REQUEST	20		PruebaCrearCuenta_9	1587658638072	1587658638076	OK	 
REQUEST	20		PruebaCrearCuenta_10	1587658638077	1587658638079	OK	 
REQUEST	20		PruebaCrearCuenta_11	1587658638079	1587658638082	OK	 
REQUEST	22		PruebaCrearCuenta_7	1587658638034	1587658638094	OK	 
REQUEST	22		PruebaCrearCuenta_7 Redirect 1	1587658638094	1587658638130	OK	 
REQUEST	22		PruebaCrearCuenta_8	1587658638132	1587658638138	OK	 
USER	PruebaCrearCuenta	26	START	1587658638138	1587658638138
REQUEST	26		PruebaCrearCuenta_0	1587658638138	1587658638143	OK	 
REQUEST	19		PruebaCrearCuenta_12	1587658638344	1587658638352	OK	 
REQUEST	19		PruebaCrearCuenta_12 Redirect 1	1587658638353	1587658638372	OK	 
REQUEST	19		PruebaCrearCuenta_13	1587658638373	1587658638379	OK	 
REQUEST	19		PruebaCrearCuenta_14	1587658638380	1587658638384	OK	 
REQUEST	17		PruebaCrearCuenta_19	1587658638469	1587658638472	OK	 
USER	PruebaCrearCuenta	17	END	1587658627141	1587658638472
REQUEST	18		PruebaCrearCuenta_15	1587658638423	1587658638555	OK	 
REQUEST	18		PruebaCrearCuenta_15 Redirect 1	1587658638556	1587658638579	OK	 
REQUEST	18		PruebaCrearCuenta_15 Redirect 2	1587658638580	1587658638650	OK	 
REQUEST	18		PruebaCrearCuenta_15 Redirect 3	1587658638651	1587658638694	OK	 
REQUEST	18		PruebaCrearCuenta_16	1587658638694	1587658638696	OK	 
REQUEST	18		PruebaCrearCuenta_17	1587658638696	1587658638700	OK	 
REQUEST	18		PruebaCrearCuenta_18	1587658638701	1587658638729	OK	 
REQUEST	26		PruebaCrearCuenta_1	1587658638144	1587658638873	OK	 
REQUEST	26		PruebaCrearCuenta_2	1587658638873	1587658638888	OK	 
REQUEST	26		PruebaCrearCuenta_3	1587658638888	1587658638890	OK	 
REQUEST	26		PruebaCrearCuenta_4	1587658638891	1587658638917	OK	 
REQUEST	26		PruebaCrearCuenta_5	1587658638917	1587658638962	OK	 
REQUEST	23		PruebaCrearCuenta_6	1587658638999	1587658639003	OK	 
REQUEST	23		PruebaCrearCuenta_7	1587658639004	1587658639064	OK	 
REQUEST	20		PruebaCrearCuenta_12	1587658639057	1587658639069	OK	 
REQUEST	20		PruebaCrearCuenta_12 Redirect 1	1587658639070	1587658639086	OK	 
REQUEST	20		PruebaCrearCuenta_13	1587658639086	1587658639095	OK	 
REQUEST	20		PruebaCrearCuenta_14	1587658639096	1587658639103	OK	 
REQUEST	23		PruebaCrearCuenta_7 Redirect 1	1587658639064	1587658639114	OK	 
REQUEST	23		PruebaCrearCuenta_8	1587658639115	1587658639118	OK	 
USER	PruebaCrearCuenta	27	START	1587658639147	1587658639147
REQUEST	27		PruebaCrearCuenta_0	1587658639148	1587658639153	OK	 
REQUEST	19		PruebaCrearCuenta_15	1587658639371	1587658639509	OK	 
REQUEST	19		PruebaCrearCuenta_15 Redirect 1	1587658639510	1587658639547	OK	 
REQUEST	19		PruebaCrearCuenta_15 Redirect 2	1587658639548	1587658639615	OK	 
REQUEST	19		PruebaCrearCuenta_15 Redirect 3	1587658639615	1587658639658	OK	 
REQUEST	19		PruebaCrearCuenta_16	1587658639659	1587658639661	OK	 
REQUEST	19		PruebaCrearCuenta_17	1587658639661	1587658639665	OK	 
REQUEST	19		PruebaCrearCuenta_18	1587658639666	1587658639693	OK	 
REQUEST	18		PruebaCrearCuenta_19	1587658639718	1587658639720	OK	 
USER	PruebaCrearCuenta	18	END	1587658628128	1587658639721
REQUEST	27		PruebaCrearCuenta_1	1587658639153	1587658639882	OK	 
REQUEST	27		PruebaCrearCuenta_2	1587658639882	1587658639893	OK	 
REQUEST	27		PruebaCrearCuenta_3	1587658639894	1587658639896	OK	 
REQUEST	27		PruebaCrearCuenta_4	1587658639897	1587658639924	OK	 
REQUEST	24		PruebaCrearCuenta_6	1587658639933	1587658639941	OK	 
REQUEST	27		PruebaCrearCuenta_5	1587658639924	1587658639970	OK	 
REQUEST	24		PruebaCrearCuenta_7	1587658639941	1587658640001	OK	 
REQUEST	24		PruebaCrearCuenta_7 Redirect 1	1587658640001	1587658640044	OK	 
REQUEST	24		PruebaCrearCuenta_8	1587658640044	1587658640047	OK	 
REQUEST	21		PruebaCrearCuenta_9	1587658640067	1587658640073	OK	 
REQUEST	21		PruebaCrearCuenta_10	1587658640073	1587658640076	OK	 
REQUEST	21		PruebaCrearCuenta_11	1587658640076	1587658640079	OK	 
USER	PruebaCrearCuenta	28	START	1587658640140	1587658640140
REQUEST	28		PruebaCrearCuenta_0	1587658640141	1587658640146	OK	 
REQUEST	20		PruebaCrearCuenta_15	1587658640119	1587658640242	OK	 
REQUEST	20		PruebaCrearCuenta_15 Redirect 1	1587658640242	1587658640261	OK	 
REQUEST	20		PruebaCrearCuenta_15 Redirect 2	1587658640261	1587658640330	OK	 
REQUEST	20		PruebaCrearCuenta_15 Redirect 3	1587658640330	1587658640374	OK	 
REQUEST	20		PruebaCrearCuenta_16	1587658640374	1587658640377	OK	 
REQUEST	20		PruebaCrearCuenta_17	1587658640378	1587658640380	OK	 
REQUEST	20		PruebaCrearCuenta_18	1587658640380	1587658640407	OK	 
REQUEST	19		PruebaCrearCuenta_19	1587658640678	1587658640680	OK	 
USER	PruebaCrearCuenta	19	END	1587658629147	1587658640681
REQUEST	28		PruebaCrearCuenta_1	1587658640146	1587658640836	OK	 
REQUEST	28		PruebaCrearCuenta_2	1587658640836	1587658640888	OK	 
REQUEST	28		PruebaCrearCuenta_3	1587658640888	1587658640891	OK	 
REQUEST	28		PruebaCrearCuenta_4	1587658640891	1587658640917	OK	 
REQUEST	28		PruebaCrearCuenta_5	1587658640917	1587658640962	OK	 
REQUEST	25		PruebaCrearCuenta_6	1587658640998	1587658641006	OK	 
REQUEST	25		PruebaCrearCuenta_7	1587658641006	1587658641067	OK	 
REQUEST	21		PruebaCrearCuenta_12	1587658641083	1587658641110	OK	 
REQUEST	25		PruebaCrearCuenta_7 Redirect 1	1587658641067	1587658641117	OK	 
REQUEST	25		PruebaCrearCuenta_8	1587658641118	1587658641121	OK	 
REQUEST	21		PruebaCrearCuenta_12 Redirect 1	1587658641110	1587658641139	OK	 
USER	PruebaCrearCuenta	29	START	1587658641141	1587658641141
REQUEST	22		PruebaCrearCuenta_9	1587658641142	1587658641148	OK	 
REQUEST	29		PruebaCrearCuenta_0	1587658641142	1587658641148	OK	 
REQUEST	21		PruebaCrearCuenta_13	1587658641139	1587658641150	OK	 
REQUEST	21		PruebaCrearCuenta_14	1587658641150	1587658641161	OK	 
REQUEST	22		PruebaCrearCuenta_10	1587658641149	1587658641181	OK	 
REQUEST	22		PruebaCrearCuenta_11	1587658641182	1587658641184	OK	 
REQUEST	20		PruebaCrearCuenta_19	1587658641400	1587658641403	OK	 
USER	PruebaCrearCuenta	20	END	1587658630149	1587658641404
REQUEST	29		PruebaCrearCuenta_1	1587658641149	1587658641814	OK	 
REQUEST	29		PruebaCrearCuenta_2	1587658641814	1587658641825	OK	 
REQUEST	29		PruebaCrearCuenta_3	1587658641826	1587658641828	OK	 
REQUEST	29		PruebaCrearCuenta_4	1587658641829	1587658641855	OK	 
REQUEST	29		PruebaCrearCuenta_5	1587658641855	1587658641900	OK	 
REQUEST	23		PruebaCrearCuenta_9	1587658642122	1587658642126	OK	 
REQUEST	23		PruebaCrearCuenta_10	1587658642126	1587658642129	OK	 
REQUEST	23		PruebaCrearCuenta_11	1587658642129	1587658642133	OK	 
USER	PruebaCrearCuenta	30	START	1587658642142	1587658642142
REQUEST	30		PruebaCrearCuenta_0	1587658642143	1587658642153	OK	 
REQUEST	21		PruebaCrearCuenta_15	1587658642147	1587658642286	OK	 
REQUEST	22		PruebaCrearCuenta_12	1587658642178	1587658642293	OK	 
REQUEST	22		PruebaCrearCuenta_12 Redirect 1	1587658642293	1587658642319	OK	 
REQUEST	21		PruebaCrearCuenta_15 Redirect 1	1587658642287	1587658642324	OK	 
REQUEST	22		PruebaCrearCuenta_13	1587658642320	1587658642331	OK	 
REQUEST	22		PruebaCrearCuenta_14	1587658642332	1587658642337	OK	 
REQUEST	21		PruebaCrearCuenta_15 Redirect 2	1587658642324	1587658642418	OK	 
REQUEST	21		PruebaCrearCuenta_15 Redirect 3	1587658642418	1587658642461	OK	 
REQUEST	21		PruebaCrearCuenta_16	1587658642461	1587658642463	OK	 
REQUEST	21		PruebaCrearCuenta_17	1587658642463	1587658642467	OK	 
REQUEST	21		PruebaCrearCuenta_18	1587658642468	1587658642497	OK	 
REQUEST	30		PruebaCrearCuenta_1	1587658642153	1587658642862	OK	 
REQUEST	30		PruebaCrearCuenta_2	1587658642863	1587658642884	OK	 
REQUEST	30		PruebaCrearCuenta_3	1587658642884	1587658642887	OK	 
REQUEST	30		PruebaCrearCuenta_4	1587658642887	1587658642917	OK	 
REQUEST	30		PruebaCrearCuenta_5	1587658642918	1587658642962	OK	 
REQUEST	26		PruebaCrearCuenta_6	1587658642982	1587658642986	OK	 
REQUEST	26		PruebaCrearCuenta_7	1587658642986	1587658643049	OK	 
REQUEST	24		PruebaCrearCuenta_9	1587658643049	1587658643053	OK	 
REQUEST	24		PruebaCrearCuenta_10	1587658643053	1587658643056	OK	 
REQUEST	24		PruebaCrearCuenta_11	1587658643057	1587658643059	OK	 
REQUEST	26		PruebaCrearCuenta_7 Redirect 1	1587658643049	1587658643083	OK	 
REQUEST	26		PruebaCrearCuenta_8	1587658643084	1587658643087	OK	 
REQUEST	23		PruebaCrearCuenta_12	1587658643137	1587658643145	OK	 
REQUEST	23		PruebaCrearCuenta_12 Redirect 1	1587658643146	1587658643159	OK	 
REQUEST	23		PruebaCrearCuenta_13	1587658643160	1587658643166	OK	 
REQUEST	23		PruebaCrearCuenta_14	1587658643167	1587658643172	OK	 
REQUEST	22		PruebaCrearCuenta_15	1587658643341	1587658643449	OK	 
REQUEST	22		PruebaCrearCuenta_15 Redirect 1	1587658643450	1587658643469	OK	 
REQUEST	21		PruebaCrearCuenta_19	1587658643498	1587658643502	OK	 
USER	PruebaCrearCuenta	21	END	1587658632152	1587658643504
REQUEST	22		PruebaCrearCuenta_15 Redirect 2	1587658643470	1587658643535	OK	 
REQUEST	22		PruebaCrearCuenta_15 Redirect 3	1587658643536	1587658643584	OK	 
REQUEST	22		PruebaCrearCuenta_16	1587658643585	1587658643587	OK	 
REQUEST	22		PruebaCrearCuenta_17	1587658643587	1587658643589	OK	 
REQUEST	22		PruebaCrearCuenta_18	1587658643589	1587658643616	OK	 
REQUEST	27		PruebaCrearCuenta_6	1587658643989	1587658643992	OK	 
REQUEST	27		PruebaCrearCuenta_7	1587658643992	1587658644053	OK	 
REQUEST	24		PruebaCrearCuenta_12	1587658644073	1587658644093	OK	 
REQUEST	27		PruebaCrearCuenta_7 Redirect 1	1587658644053	1587658644097	OK	 
REQUEST	27		PruebaCrearCuenta_8	1587658644097	1587658644103	OK	 
REQUEST	24		PruebaCrearCuenta_12 Redirect 1	1587658644094	1587658644114	OK	 
REQUEST	24		PruebaCrearCuenta_13	1587658644115	1587658644120	OK	 
REQUEST	24		PruebaCrearCuenta_14	1587658644121	1587658644124	OK	 
REQUEST	25		PruebaCrearCuenta_9	1587658644127	1587658644133	OK	 
REQUEST	25		PruebaCrearCuenta_10	1587658644133	1587658644137	OK	 
REQUEST	25		PruebaCrearCuenta_11	1587658644137	1587658644139	OK	 
USER	PruebaCrearCuenta	31	START	1587658644149	1587658644149
REQUEST	31		PruebaCrearCuenta_0	1587658644149	1587658644154	OK	 
REQUEST	23		PruebaCrearCuenta_15	1587658644171	1587658644307	OK	 
REQUEST	23		PruebaCrearCuenta_15 Redirect 1	1587658644307	1587658644328	OK	 
REQUEST	23		PruebaCrearCuenta_15 Redirect 2	1587658644329	1587658644414	OK	 
REQUEST	23		PruebaCrearCuenta_15 Redirect 3	1587658644414	1587658644458	OK	 
REQUEST	23		PruebaCrearCuenta_16	1587658644458	1587658644462	OK	 
REQUEST	23		PruebaCrearCuenta_17	1587658644463	1587658644467	OK	 
REQUEST	23		PruebaCrearCuenta_18	1587658644468	1587658644495	OK	 
REQUEST	22		PruebaCrearCuenta_19	1587658644607	1587658644609	OK	 
USER	PruebaCrearCuenta	22	END	1587658633140	1587658644610
REQUEST	31		PruebaCrearCuenta_1	1587658644155	1587658644854	OK	 
REQUEST	31		PruebaCrearCuenta_2	1587658644854	1587658644872	OK	 
REQUEST	31		PruebaCrearCuenta_3	1587658644873	1587658644876	OK	 
REQUEST	31		PruebaCrearCuenta_4	1587658644876	1587658644902	OK	 
REQUEST	31		PruebaCrearCuenta_5	1587658644903	1587658644906	OK	 
REQUEST	28		PruebaCrearCuenta_6	1587658644978	1587658644981	OK	 
